a 安 爱 阿 啊 按 案 暗 岸 奥 唉 碍 矮 哀 昂 傲 挨 袄 埃 呵 哎 澳 艾 氨 俺 癌 凹 鞍 懊 熬 隘
a1 阿 啊 呵 腌 吖 锕 錒
a2 嗄 呵 啊
a3 呵 啊
a4 呵 啊
a5 啊 阿
aba 阿爸
gongzhong 公众
gongzhong 工种
gongzhu 公主
gongzhu 公助
gongzhuan 公转
gongzhuang 供状
gongzhuo 供桌
gongzhutonghao 公诸同好
gongzi 工资
gongzi 弓子
gongzidan 工资单
gongzigeer 公子哥儿
gongzika 工资卡
gongzishao 工资少
gongzitiao 工资条
gongziwangsun 公子王孙
gongzong 共总
gongzuo 工作
gongzuocan 工作餐
gongzuode 工作的
gongzuofu 工作服
gongzuohou 工作后
gongzuomian 工作面
gongzuomuji 工作母机
gongzuoo 工作哦
gongzuoqu 工作区
gongzuorenyuan 工作人员
gongzuori 工作日
gongzuoshijian 工作时间
gongzuoyaoqiu 工作要求
gongzuozhan 工作站
gongzuozheng 工作证
gongzuozhihou 工作之后
gongzuozu 工作组
gou 够 构 狗 勾 购 沟 钩 苟 垢 夠 構 篝 媾 佝 诟 枸 溝 購 彀 茍 觏 唦 瞉 遘 岣 缑 鉤 鞲 撀 句 泃 緱 芶 褠 鈎 㺃 玽 笱 耇 耈 耉 茩 蚼 豿 㗕 㜌 㝅 㝤 㨌 㳶 䃓 䝭 䞀 傋 冓 坸 姤 搆 煹 簼 覯 訽 詬 雊 韝
gou1 勾 沟 钩 篝 佝 枸 溝 缑 鉤 鞲 句 泃 緱 芶 褠 鈎
gou3 狗 苟 枸 茍 岣 㺃 玽 笱 耇 耈 耉 茩 蚼 豿
gou4 够 构 购 垢 夠 構 媾 诟 購 彀 觏 唦 瞉 遘 撀 㗕 㜌 㝅 㝤 㨌 㳶 䃓 䝭 䞀 傋 冓 勾 坸 姤 搆 煹 簼 覯 訽 詬 雊 韝
gouan 苟安
goubei 鞲鞴
gouben 够本
goubing 诟病
goubing 购并
goubugou 够不够
gouchen 钩沉
goucheng 构成
goucheng 钩秤
gouchi 钩尺
gouchishi 狗吃屎
gouchong 钩虫
goucifa 构词法
goucun 苟存
gouda 勾搭
goudanbaotian 狗胆包天
goudang 勾当
goudu 沟渎
goudui 勾兑
gouejiusuan 狗恶酒酸
gouer 狗儿
goufeifeizhu 狗吠非主
goufeizhijing 狗吠之警
gougou 狗狗 勾勾
gougoukankan 沟沟坎坎
gougouyingying 狗苟蝇营
gougu 沟谷
gouguan 沟灌
gougudingli 勾股定理
gouguxing 勾股形
gouhao 够好
gouhe 媾和
gouhen 够狠
gouhequan 苟合取容
gouhua 勾画
gouhuan 狗獾
gouhunshepo 勾魂摄魄
gouhuo 苟活
gouhuohuming 篝火狐鸣
gouji 勾稽
gouji 钩稽
goujia 构架
goujian 构件
goujian 构建
goujian 苟简
goujiao 勾脚
goujiaoqing 够交情
goujie 勾结
goujiner 够劲儿
goujinyuyu 钩金舆羽
goujitiaoqiang 狗急跳墙
gouju 枸橘
goukuai 够快
goulan 勾栏
goulan 勾阑
goule 勾勒
goulian 勾脸
goulian 勾连
gouliang 狗粮
gouliu 勾留
goulou 佝偻
goulou 岣嵝
gouloubing 佝偻病
gouma 诟骂
goumai 购买
goumaili 购买力
goumanhaoping 沟满壕平
goumiao 勾描
gouni 构拟
goupengyou 够朋友
goupi 狗屁
goupigaoyao 狗皮膏药
gouqi 勾起
gouqi 枸杞
gouqian 勾芡
gouqian 沟堑
gouqiang 够呛
gouqiang 够戗
gouqiaode 够瞧的
gouqietouan 苟且偷安
gouqu 沟渠
gouquanxingming 苟全性命
gourou 狗肉
goushensuoyin 钩深索隐
goushenzhiyuan 钩深致远
goushi 狗屎
goushidui 狗屎堆
goushoude 够受的
gousi 构思
goutong 勾通
goutong 沟通
goutou 狗头
goutoujunshi 狗头军师
goutu 构图
goutuizi 狗腿子
gouweicao 狗尾草
gouweier 够味儿
gouweixudiao 狗尾续貂
gouwu 垢污
gouwu 购物
gouwukuang 购物狂
gouwuquan 购物券
gouxian 搆陷
gouxian 构陷
gouxiang 构想
gouxiang 构象
gouxiao 购销
gouxindoujiao 勾心斗角
gouxindoujiao 钩心斗角
gouxiong 狗熊
gouxu 沟洫
gouxuan 勾选
gouxuantiyao 钩玄提要
gouxuepentou 狗血喷头
gouya 狗牙
gouyancanchuan 苟延残喘
gouyaner 沟沿儿
gouyankanren 狗眼看人
gouyaogou 狗咬狗
gouyi 勾乙
gouyin 勾引
gouyisi 够意思
gouyong 够用
gouzao 构造
gouzaodizhen 构造地震
gouzhangjiju 钩章棘句
gouzhangrenshi 狗仗人势
gouzhaojuya 钩爪锯牙
gouzhen 勾针
gouzhen 钩针
gouzhi 购置
gouzhiburuo 狗彘不若
gouzhibushiqiyu 狗彘不食其余
gouzhu 构筑
gouzhuwu 构筑物
gouzi 沟子
gouzi 钩子
gouzuilitubuchuxiangya 狗嘴里吐不出象牙
gouzuitubuchuxiangya 狗嘴吐不出象牙
gu 故 古 姑 顾 股 骨 孤 鼓 固 谷 估 咕 辜 雇 箍 呱 菇 蛊 汩 沽 鹘 锢 顧 轱 梏 鹄 鸪 痼 崮 毂 牯 诂 觚 钴 菰 蛄 瞽 穀 嘏 罟 羖 僱 鮕 嗗 酤 臌 詁 賈 鵠 柧 榖 蠱 吿 錮 鲴 哌 夃 嫴 橭 泒 笟 箛 罛 苽 蓇 軱 軲 轂 鈲 鈷 鴣 䜼 䮩 鶻 㒴 㚉 㯏 㼋 㾶 䀇 䀜 䀦 䀰 䅽 䊺 䍍 䐨 䓛 䡩 䵻 唂 唃 尳 愲 扢 杚 淈 濲 瀔 焸 狜 皷 皼 盬 糓 縎 脵 薣 蛌 贾 餶 馉 鼔 㧽 㽽 䍛 䓢 䶜 凅 堌 崓 棝 榾 牿 祻 稒 頋 鯝
gu1 姑 孤 估 咕 辜 箍 呱 菇 沽 轱 鸪 痼 觚 钴 菰 蛄 鮕 嗗 酤 柧 哌 夃 嫴 橭 泒 笟 箛 罛 苽 蓇 軱 軲 轂 鈲 鈷 骨 鴣
gu2 钴 䜼 䮩 骨 鶻
gu3 古 股 骨 鼓 谷 蛊 汩 鹘 鹄 毂 牯 诂 钴 瞽 穀 嘏 罟 羖 臌 詁 賈 鵠 榖 蠱 㒴 㚉 㯏 㼋 㾶 䀇 䀜 䀦 䀰 䅽 䊺 䍍 䐨 䓛 䡩 䮩 䵻 唂 唃 尳 愲 扢 杚 淈 濲 瀔 焸 狜 皷 皼 盬 糓 縎 脵 薣 蛌 贾 轂 鈷 餶 馉 鼔
gu4 故 顾 固 雇 锢 顧 梏 崮 痼 僱 吿 錮 鲴 㧽 㽽 䍍 䍛 䓢 䶜 估 凅 堌 崓 棝 榾 牿 祻 稒 頋 鯝
gua 挂 瓜 刮 寡 褂 卦 呱 剐 掛 鸹 颳 罣 胍 栝 瘑 腡 蝸 趏 叧 诖 劀 懖 括 歄 煱 筈 緺 脶 膼 葀 踻 銽 頢 騧 鴰 㒷 䈑 冎 剮 啩 坬 絓 罫 詿 髺
gua1 瓜 刮 呱 鸹 颳 胍 栝 瘑 腡 蝸 趏 劀 懖 括 歄 煱 筈 緺 脶 膼 葀 踻 銽 頢 騧 鴰
gua3 寡 呱 剐 叧 㒷 䈑 冎 剮
gua4 挂 褂 卦 掛 罣 诖 啩 坬 絓 罫 詿 髺
guaai 挂碍
guaban 挂板
guabiao 挂表
guabizi 刮鼻子
guabudizhong 寡不敌众
guabuzhu 挂不住
guacai 挂彩
guaceng 刮蹭
guachangxiwei 刮肠洗胃
guache 挂车
guachu 挂锄
guaci 卦辞
guada 呱哒
guada 呱嗒
guadabaner 呱嗒板儿
guadai 瓜代
guadan 挂单
guadao 刮刀
guadiao 挂掉
guadiemianmian 瓜瓞绵绵
guadipi 刮地皮
guadou 挂斗
guaduan 挂断
guaershaoshuang 寡二少双
guafu 寡妇
guafudanhu 寡凫单鹄
guage 瓜葛
guagong 刮宫
guagou 挂钩
guagoumoguang 刮垢磨光
guagua 呱呱
guaguajiao 刮刮叫
guaguajiao 呱呱叫
guaguan 挂冠
guaguo 挂果
guahao 挂号
guahua 挂花
guahuai 挂怀
guahuangzi 挂幌子
guahuo 挂火
guahuzi 刮胡子
guai 怪 乖 拐 柺 恠 枴 箉 㧔 㷇 㽇 䂯 䊽 叏 夬 廥 旝 癐
guai1 乖
guai3 拐 柺 枴 箉
guai4 怪 恠 㧔 㷇 㽇 䂯 䊽 叏 夬 廥 旝 癐
guaibang 柺棒
guaiboer 拐脖儿
guaibude 怪不得
guaichuan 乖舛
guaidanbujing 怪诞不经
guaidao 怪道
guaidian 拐点
guaierzi 乖儿子
guaiguai 乖乖 怪怪
guaigun 柺棍
guaihua 怪话
guaijian 乖蹇
guaijiao 拐角
guaijue 乖觉
guaijue 怪谲
guaila 乖剌
guaili 乖戾
guailiguaiqi 怪里怪气
guaililuanshen 怪力乱神
guaimai 拐卖
guaimiu 乖谬
guaimoguaiyang 怪模怪样
guaipi 乖僻
guaipi 怪僻
guaipi 怪癖
guaiqiao 乖巧
guaiquan 怪圈
guaishi 怪事
guaishu 怪蜀
guaiwanmojiao 拐弯抹角
guaiwei 乖违
guaiwei 怪味
guaiwo 怪我
guaiwu 怪物
guaiyi 怪异
guaiyuan 怪怨
guaizao 拐枣
guaizhang 乖张
guaizhang 柺杖
guaizi 孤哀子
guaizi 拐子
guaizi 柺子
guaizui 怪罪
guaji 呱唧
guaji 挂记
guajia 挂甲
guajian 挂件
guajianshaowen 寡见少闻
guajingxian 挂镜线
guajiu 寡酒
guaju 寡居
guakao 挂靠
gualei 挂累
guali 挂历
gualian 刮脸
gualian 挂镰
gualianpi 刮脸皮
gualianxianchi 寡廉鲜耻
gualing 挂零
gualizhixian 瓜李之嫌
gualou 挂漏
gualou 栝楼
gualv 挂虑
guama 挂马
guamian 挂面
guaming 挂名
guamuxiangkan 刮目相看
guan 关 管 观 官 馆 惯 贯 灌 冠 罐 棺 關 矜 莞 觀 倌 盥 纶 掼 慣 館 鳏 鹳 貫 瘝 綸 琯 摜 癏 窤 蒄 覌 観 関 闗 鰥 鱞 䏓 䗆 䘾 䦎 䩪 䪀 䲘 痯 筦 舘 輨 錧 鳤 館 㮡 㴦 䂯 䌯 䎚 䗰 䙛 䙮 䝺 丱 悹 悺 樌 毌 泴 涫 潅 爟 瓘 矔 礶 祼 罆 遦 鏆 鑵 雚 鱹 鸛
guan1 关 观 官 棺 關 冠 矜 莞 觀 倌 纶 鳏 瘝 綸 癏 窤 蒄 覌 観 関 闗 鰥 鱞
guan3 管 馆 莞 館 琯 䏓 䗆 䘾 䦎 䩪 䪀 䲘 痯 筦 舘 輨 錧 鳤 館
guan4 惯 贯 灌 冠 罐 觀 盥 掼 慣 鹳 貫 摜 㮡 㴦 䂯 䌯 䎚 䗰 䙛 䙮 䝺 丱 悹 悺 樌 毌 泴 涫 潅 爟 瓘 矔 礶 祼 罆 覌 観 观 遦 鏆 鑵 雚 鱹 鸛
guanai 关爱
guanai 关碍
guanai 关隘
guanban 官办
guanbao 管保
guanbaosichou 官报私仇
guanbaozhijiao 管鲍之交
guanbi 关闭
guanbichengxu 关闭程序
guanbijisuanji 关闭计算机
guanbiminfan 官逼民反
guanbing 官兵
guanbudiao 关不掉
guanbuguolai 管不过来
guancai 管材
guancang 官舱
guancang 馆藏
guance 观测
guancha 观察
guanchai 官差
guanchajia 观察家
guanchang 官场
guanchang 惯常
guanchang 灌肠
guanchashao 观察哨
guanchasuo 观察所
guanchayuan 观察员
guanche 罐车
guanche 贯彻
guanchi 关尺
guanchuan 贯串
guanchuan 贯穿
guandaio 管带哦
guandao 官倒
guandao 管道
guandezhao 管的找
guandezhe 管得着
guandi 官邸
guandian 观点 灌点
guandiao 关掉
guandiaodianyuan 关掉电源
guandiaoshurufa 关掉输入法
guandong 关东
guandongtang 关东糖
guanduan 关断
guanduan 管段
guanfan 惯犯
guanfang 关防
guanfang 官方
guanfangban 官方版
guanfangdizhi 官方地址
guanfangfanyi 官方翻译
guanfangmeiti 官方媒体
guanfangwang 官方网
guanfangwangzhan 官方网站
guanfei 官费
guanfei 惯匪
guanfeng 观风
guanfengqin 管风琴
guanfu 官府 鳏夫
guanfumazuo 灌夫骂座
guang 光 广 逛 咣 犷 廣 胱 銧 桄 獷 侊 僙 垙 姯 洸 灮 炗 炚 炛 烡 珖 茪 輄 黆 広 㫛 䍍 櫎 矌 臦 臩
guang1 光 咣 胱 銧 桄 侊 僙 垙 姯 洸 灮 炗 炚 炛 烡 珖 茪 輄 黆
guang2 灮 炛
guang3 广 犷 廣 獷 広
guang4 逛 桄 㫛 䍍 櫎 矌 臦 臩
guangai 灌溉
guangaiqu 灌溉渠
guangairuyun 冠盖如云
guangaixiangwang 冠盖相望
guangan 广安
guangan 观感
guangansuan 胱氨酸
guangao 官高
guangban 光斑
guangbaner 光板儿
guangbi 光笔
guangbiao 光标
guangbo 光波
guangbo 广博
guangbo 广播
guangbodiantai 广播电台
guangboduan 广播段
guangboju 广播剧
guangboticao 广播体操
guangcaiduomu 光彩夺目
guangcaizhaoren 光彩照人
guangcancan 光灿灿
guangchi 光赤
guangchong 光宠
guangda 光大 广大
guangdang 咣当
guangdang 逛荡
guangdao 光刀
guangdaoxianwei 光导纤维
guangdaqunzhong 广大群众
guangdarenmin 广大人民
guangdarenminqunzhong 广大人民群众
guangdayinhang 光大银行
guangdeng 逛灯
guangdian 光电
guangdianchi 光电池
guangdianzijishu 光电子技术
guangdie 光碟
guangdong 广东
guangdonghaiyangdaxue 广东海洋大学
guangdonghua 广东话
guangdongxi 广东戏
guangdongyinyue 广东音乐
guangdu 光度
guangdu 广度
guangfan 广泛
guangfengjiyue 光风霁月
guangfujiuwu 光复旧物
guanggan 光杆
guangganer 光杆儿
guanggao 广告
guanggaoban 广告版
guanggaofao 广告法哦
guanggaofei 广告费
guanggaohang 广告行
guanggaoshengyin 广告声音
guanggaoyu 广告语
guanggu 光顾
guangguailuli 光怪陆离
guangguang 光光 逛逛
guangguanghuahua 光光滑滑
guanggun 光棍
guangguner 光棍儿
guanghan 犷悍
guanghezuoyong 光合作用
guanghua 光华
guanghua 光滑
guanghuadu 光滑度
guanghuan 光环
guanghuazuoyong 光化作用
guanghuicanlan 光辉灿烂
guanghuo 光火
guanghuo 广货
guangjiaojing 广角镜
guangjiaojingtou 广角镜头
guangjie 光洁
guangjie 逛街
guangjiedu 光洁度
guangjiezuoyong 光解作用
guangjing 光景
guangkaiyanlu 广开言路
guangkan 光看
guangkuo 广阔
guanglan 光缆
guanglang 桄榔
guangleguang 逛了逛
guangliang 光亮
guanglin 光临
guanglingsanjue 广陵散绝
guangliuliu 光溜溜
guangmangwanzhang 光芒万丈
guangmao 广袤
guangming 光明
guangmingleiluo 光明磊落
guangmingruye 光明乳业
guangmingzhengda 光明正大
guangmo 广漠
guangneng 光能
guangnian 光年
guangpan 光盘
guangpu 光谱
guangpuyi 光谱仪
guangqian 光纤
guangqianjuehou 光前绝后
guangqianyuhou 光前裕后
guangqu 光驱
guangquan 光圈
guangrong 光荣
guangrongbang 光荣榜
guangrun 光润
guangshan 光栅
guangshanshan 光闪闪
guangshi 光是
guangshu 光束
guangsu 光速
guangtang 光趟
guangtianhuari 光天化日
guangtongliang 光通量
guangtouguangjiao 光头光脚
guangtutu 光秃秃
guangtuzhongmin 广土众民
guanguagudu 鳏寡孤独
guanguan 灌灌
guanguang 观光
guanguangnongye 观光农业
guanguanxianghu 官官相护
guanguo 棺椁
guanguozhiren 观过知仁
guangwuran 光污染
guangxian 光纤 光线
guangxian 光鲜
guangxianruhu 光纤入户
guangxiu 广绣
guangxu 光绪
guangxue 光学
guangxueboli 光学玻璃
guangxun 光训
guangya 光压
guangyan 光艳
guangyang 光洋
guangyanwanzhang 光焰万丈
guangyao 光耀
guangyi 广义
guangyindegushi 光阴的故事
guangyinsijian 光阴似箭
guangyou 逛游
guangyuan 光源
guangyuan 广远
guangyuwang 广域网
guangze 光泽
guangzhao 光照
guangzhaodu 光照度
guangzhen 光针
guangzhongboshou 广种薄收
guangzhou 广州
guangzhouqiyi 广州起义
guangzhu 光柱
guangzi 光子
guangzi 桄子
guangzongyaozu 光宗耀祖
guanhu 关乎
guanhua 官话
guanhuai 关怀
guanhuan 官宦
guanian 挂念
guaniande 挂念的
guanji 关机
guanji 惯技
guanjia 官价
guanjia 官家
guanjia 惯家
guanjian 关键
guanjianci 关键词
guanjiande 关键的
guanjiang 灌浆
guanjianshi 关键是
guanjiansuoji 管见所及
guanjianzi 关键字
guanjiao 掼跤
guanjiao 管教
guanjiapo 管家婆
guanjie 关节
guanjie 官阶
guanjie 管界
guanjin 关津
guanjing 管井
guanjinyushan 纶巾羽扇
guanjue 官爵
guanjueyishi 冠绝一时
guanjun 冠军
guanjunsai 冠军赛
guankan 观看
guankong 管控
guankou 关口
guankou 贯口
guankuikuangju 管窥筐举
guankuilice 管窥蠡测
guanli 关里
guanli 官吏
guanli 管理
guanli 观礼
guanlian 关联
guanlian 关连
guanlianci 关联词
guanliang 惯量
guanliao 官僚
guanliaozhuyi 官僚主义
guanliaoziben 官僚资本
guanliaozibenzhuyi 官僚资本主义
guanliaozichanjieji 官僚资产阶级
guanlilan 管理栏
guanliqi 管理器
guanlixitong 管理系统
guanliyuan 管理员
guanlong 罐笼
guanlu 灌录
guanludaoyi 冠履倒易
guanludaozhi 冠履倒置
guanmeishuoyan 观眉说眼
guanmen 关门
guanmendaji 关门大吉
guanmenluoshuan 关门落闩
guanmi 官迷
guanmiantanghuang 冠冕堂皇
guanming 冠名
guanming 官名
guanmingquan 冠名权
guanmitang 灌米汤
guanmo 观摩
guanmu 棺木
guanmu 灌木
guannei 关内
guannengtuan 官能团
guanni 管你
guannian 观念
guannianxingtai 观念形态
guanninggexi 管宁割席
guanong 瓜农
guanpaodailu 冠袍带履
guanpian 管片
guanqi 官气
guanqi 贯气
guanqia 关卡
guanqiang 官腔
guanqianzi 管钳子
guanqie 关切
guanqie 惯窃
guanqu 灌区
guanqu 灌渠
guanqu 管区
guanren 官人
guansai 关塞
guansha 官纱
guanshamao 掼纱帽
guanshang 关上
guanshang 官商
guanshang 观赏
guanshangjiaguan 冠上加冠
guanshangluxia 冠上履下
guanshangyu 观赏鱼
guanshangzhiwu 观赏植物
guanshantiaodi 关山迢递
guanshe 关涉
guanshiyin 观世音
guanshu 关书
guanshu 官书
guanshu 官署
guanshu 灌输
guanshu 盥漱
guanshu 管束
guanshui 关税
guanshui 灌水
guanshuibilei 关税壁垒
guanshuo 关说
guansi 官司
guantamen 管他们
guanting 官厅
guantou 关头
guantou 惯偷
guantou 罐头
guanwai 关外
guanwang 官网 观望
guanwangnage 官网那个
guanwangzhilai 观往知来
guanwei 官位
guanwo 管我
guanxi 关系
guanxi 盥洗
guanxia 管辖
guanxian 官衔
guanxian 管线
guanxiang 关厢
guanxiang 关饷
guanxiangtai 观象台
guanxianyue 管弦乐
guanxin 关心
guanxing 惯性
guanxinminmo 关心民瘼
guanxinta 关心他
guanxiusuchen 贯朽粟陈
guanya 关押
guanya 管押
guanyang 官样
guanyangwenzhang 官样文章
guanyin 灌音
guanyinpusa 观音菩萨
guanyintu 观音土
guanyong 惯用
guanyong 管涌
guanyong 管用
guanyu 关于
guanyuan 官员
guanyueqi 管乐器
guanyun 官运
guanzei 惯贼
guanzhan 观战
guanzhan 观瞻
guanzhang 关张
guanzhang 官长
guanzhao 关照
guanzhao 观照
guanzhe 关着
guanzherudu 观者如堵
guanzhi 官职
guanzhi 灌制
guanzhi 管制
guanzhilin 关之琳
guanzhishenxing 官止神行
guanzhong 关中
guanzhong 观众
guanzhongkuibao 管中窥豹
guanzhu 关注
guanzhu 灌注
guanzhuangdongmai 冠状动脉
guanzi 关子
guanzi 冠子
guanzi 管子
guanzi 管自
guanzi 罐子
guanzi 馆子
guanzong 惯纵
guanzui 灌醉
guanzuo 官佐
guao 古奥
guao 孤傲
guapai 挂拍
guapai 挂牌
guapian 瓜片
guapimao 瓜皮帽
guaping 挂屏
guapoudoufen 瓜剖豆分
guaqi 挂气
guaqi 瓜期
guaqian 挂欠
guaqian 挂牵
guaqing 寡情
guasha 刮痧
guashang 挂上
guashezi 刮舌子
guashi 挂失
guashuai 挂帅
guashudiluo 瓜熟蒂落
guasuo 挂锁
guatan 挂毯
guatianbunalu 瓜田不纳履，李下不整冠
guatianlixia 瓜田李下
guatou 寡头
guatouzhengzhi 寡头政治
guatu 挂图
guawang 挂网
guawei 寡味
guawenshaojian 寡闻少见
guawu 挂误
guawu 罣误
guawu 诖误
guaxiao 刮削
guaxiao 挂孝
guaxie 挂鞋
guaxin 挂心
guayangtou 挂羊头，卖狗肉
guayangtoumaigourou 挂羊头卖狗肉
guayilouwan 挂一漏万
guazai 挂载 挂在
guazhang 挂账
guazhi 挂职
guazhong 挂钟
guazhou 挂轴
guazi 瓜子
guazi 褂子
guazilian 瓜子脸
guban 古板
gubao 鼓包
guben 孤本
guben 股本
gubiao 姑表
gubuzifeng 固步自封
gubuzifeng 故步自封
gucao 谷草
guchan 估产
guchenniezi 孤臣孽子
guchufushu 孤雏腐鼠
guci 固辞
guci 故此
guci 骨刺
gucishengzhi 孤雌生殖
gucishibi 顾此失彼
gudai 古代
gudan 固氮
gudan 孤单
gudan 孤胆
gudao 孤岛 鼓捣
gudao 故道
gudaorechang 古道热肠
gude 骨的
gudi 故地
gudi 谷地
gudi 谷底
gudi 鹄的
gudian 古典
gudian 鼓点
gudianwenxue 古典文学
gudianzhuyi 古典主义
gudiaobutan 古调不弹
gudiaodantan 古调单弹
gudie 姑爹
guding 固定
gudinghuilv 固定汇率
gudingjiage 固定价格
gudingzichan 固定资产
gudingzijin 固定资金
gudong 古董 股东
gudong 咕咚
gudong 骨董
gudong 鼓动
gudongjizi 古董机子
gudu 古都
gudu 咕嘟
gudu 孤独
gudu 故都
guduchuru 孤犊触乳
guduguangua 孤独矜寡
guduier 估堆儿
guduo 榾柮
guduo 馉饳
guduo 骨朵
guduoer 骨朵儿
guer 故而 孤儿
guerbangjie 古尔邦节
guerci 鼓儿词
guerguafu 孤儿寡妇
gufang 古方
gufang 谷坊
gufangzishang 孤芳自赏
gufei 股匪
gufeijinshou 古肥今瘠
gufen 股份
gufen 股分
gufene 股份额
gufeng 古风
gufeng 谷风
gufengji 鼓风机
gufenglu 鼓风炉
gufengongsi 股份公司
gufenzhi 股份制
gufu 姑夫
gufu 姑父
gufu 孤负
gufuzhien 顾复之恩
guganwang 骨干网
gugao 孤高
guge 谷歌
guge 骨骼
gugengzaihou 骨鲠在喉
gugengzhichen 骨鲠之臣
gugeo 谷歌哦
gugong 故宫
gugong 雇工
gugongheshu 故宫禾黍
gugu 姑姑
gugu 汩汩
gugu 股骨
gugua 孤寡
guguai 孤拐
gugunangnang 鼓鼓囊囊
guguo 古国
guguo 故国
guguzhuidi 呱呱坠地
guhai 股海
guhanmaoshu 骨寒毛竖
guhou 骨骺
guhua 古话
guhui 骨灰
guhuo 蛊惑
guhuo 鼓惑
guhuorenxin 蛊惑人心
gui 规 归 鬼 贵 跪 桂 柜 轨 瑰 龟 诡 闺 桧 圭 刽 硅 傀 皈 歸 匮 規 櫃 癸 貴 鲑 詭 晷 軌 鮭 炔 刿 鳜 璝 宄 簋 龜 姽 庋 袿 閨 鬶 氿 亀 妫 媯 嫢 嬀 帰 摫 敮 椝 槣 槻 槼 溈 潙 珪 瓌 窐 胿 膭 邽 郌 鬹 鴂 㔳 㧪 㨳 㩻 㲹 㸵 䁛 䃽 䍯 䞈 䞨 䣀 䤥 佹 匦 匭 厬 垝 庪 恑 攱 祪 蛫 蟡 觤 陒 㙺 㪈 㱦 䇈 䌆 䍷 䐴 䖯 䙆 䝿 䠩 䯣 䰎 䳏 劊 劌 嶡 巜 攰 昋 暩 楿 檜 溎 炅 猤 瞆 筀 蓕 襘 鞼 鱖 鱥
gui1 规 归 瑰 龟 闺 圭 硅 傀 皈 歸 規 鲑 鮭 璝 龜 袿 閨 鬶 亀 妫 媯 嫢 嬀 帰 摫 敮 椝 槣 槻 槼 溈 潙 珪 瓌 窐 胿 膭 邽 郌 鬹 鴂
gui3 鬼 轨 诡 癸 詭 晷 軌 宄 簋 姽 庋 氿 㔳 㧪 㨳 㩻 㲹 㸵 䁛 䃽 䍯 䞈 䞨 䣀 䤥 佹 匦 匭 厬 垝 庪 恑 攱 祪 蛫 蟡 觤 陒
gui4 贵 跪 桂 柜 桧 刽 匮 櫃 貴 炔 刿 鳜 庋 㙺 㪈 㱦 䁛 䇈 䌆 䍷 䐴 䖯 䙆 䝿 䞈 䠩 䯣 䰎 䳏 劊 劌 嶡 巜 攰 昋 暩 楿 檜 溎 炅 猤 瞆 筀 蓕 襘 鞼 鱖 鱥
guian 归案
guibai 跪拜
guiban 龟板
guibao 瑰宝
guibaxi 鬼把戏
guibi 规避
guibian 诡辩
guibiao 圭表
guibin 贵宾
guibing 归并
guibugui 贵不贵
guicai 鬼才
guicheng 归程
guicheng 规程
guichu 归除
guichu 柜橱
guichudianru 鬼出电入
guichuideng 鬼吹灯
guichuidengquanji 鬼吹灯全集
guidan 诡诞
guidang 归档
guidao 轨道
guidaoheng 轨道衡
guideguishi 佹得佹失
guidianzi 鬼点子
guiding 规定
guidingdongzuo 规定动作
guidu 轨度
guidui 归队
guierjianmu 贵耳贱目
guifan 规范
guifan 轨范
guifan 闺范
guifang 柜房
guifang 闺房
guifanhua 规范化
guifei 硅肺
guifei 贵妃
guifu 归附
guifu 规复
guifu 龟趺
guifushengong 鬼斧神工
guigan 贵干
guigang 硅钢
guige 规格
guige 闺阁
guigendaodi 归根到底
guigeng 贵庚
guigenjiedi 归根结底
guigenjiedi 归根结蒂
guigong 归功
guigu 硅谷
guiguai 诡怪
guiguan 桂冠
guiguanluqingtouzu 贵冠履轻头足
guiguisuisui 鬼鬼祟祟
guihang 贵航
guihexiashou 龟鹤遐寿
guihua 姽婳
guihua 桂花 规划
guihua 硅化
guihua 鬼话
guihuafu 鬼画符
guihuan 归还
guihui 归回
guihun 鬼魂 鬼混
guihuo 鬼火
guiji 轨迹
guijia 龟甲
guijian 规谏
guijian 贵贱
guijian 龟鉴
guijiao 硅胶
guijiduoduan 诡计多端
guijie 归结
guijie 规诫
guijing 龟镜
guijinshu 贵金属
guijiu 归咎
guiju 桂剧
guiju 规矩
guijue 诡谲
guijuzhunsheng 规矩准绳
guike 贵客
guikou 归口
guikulanghao 鬼哭狼嚎
guikun 闺阃
guikushenhao 鬼哭神嚎
guilai 归来
guilanshenjiao 鬼烂神焦
guilao 鬼佬
guilengzhichuang 龟冷支床
guili 瑰丽
guilian 鬼脸
guilibaodui 归里包堆
guilin 桂林
guilinyixueyuan 桂林医学院
guilinyizhi 桂林一枝
guilong 归拢
guilongpianjia 龟龙片甲
guilv 规律
guimafangniu 归马放牛
guimaotujiao 龟毛兔角
guimei 鬼魅
guimen 闺门
guimendan 闺门旦
guimenguan 鬼门关
guimi 诡秘
guimiufa 归谬法
guimixinqiao 鬼迷心窍
guimo 规模
guining 归宁
guinv 闺女
guipi 桂皮
guiqi 归期
guiqi 归齐
guiqi 瑰奇
guiqi 诡奇
guiqiao 归侨
guiqiu 跪求
guiqiuwudu 规求无度
guiquan 氿泉
guiquan 规劝
guirenduowangshi 贵人多忘事
guishang 柜上
guishe 跪射
guishenbuce 鬼神不测
guishishenchai 鬼使神差
guishu 归属
guishudi 归属地
guishui 妫水
guishun 归顺
guisu 归宿
guisuo 龟缩
guitai 柜台
guitian 归天
guititou 鬼剃头
guitou 龟头
guitouguinao 鬼头鬼脑
guitu 归途
guiwei 瑰伟
guiwei 瑰玮
guiwu 鬼物
guixi 归西
